highest/JJS body/NN in/IN elected/VBN officials/NNS
the/DT membership/NN in/IN another/DT gang/NN
sophisticated/JJ gang/NN in/IN illegal/JJ and/CC
the/DT expense/NN in/IN our/PRP$ communities/NNS
a/DT choice/NN in/IN putting/VBG these/DT
california/NN department/NN in/IN justice/NN study/NN
that/DT percent/NN in/IN the/DT strong/JJ
the/DT leadership/NN in/IN the/DT colombia/NN
park/NN consisted/VBN in/IN illegal/JJ aliens/NNS
and/CC reentry/NN in/IN gang/NN members/NNS
strict/JJ penalties/NNS in/IN illegal/JJ aliens/NNS
the/DT department/NN in/IN homeland/NN security/NN
against/IN some/DT in/IN the/DT most/RBS
for/IN debate/NN in/IN hr/NN the/DT
convictions/NNS based/VBN in/IN unreliable/JJ evidence/NN
unreviewable/JJ process/NN in/IN transferring/VBG youth/NN
the/DT needs/NNS in/IN youth/NN
of/IN and/CC in/IN itself/PRP to/TO
the/DT purchase/NN in/IN a/DT dangerous/JJ
the/DT course/NN in/IN a/DT ninemonth/JJ
of/IN fortyseven/NN in/IN those/DT cases/NNS
fixing/VBG many/JJ in/IN the/DT problems/NNS
other/JJ provision/NN in/IN this/DT resolution/NN
the/DT report/NN in/IN the/DT committee/NN
representative/JJ capuano/NN in/IN massachusetts/NNS or/CC
representative/JJ weiner/NN in/IN new/JJ york/NN
and/CC change/NN in/IN cops/NNS program/NN
title/NN i/FW in/IN the/DT omnibus/JJ
streets/NNS act/VBP in/IN usc/NN
states/NNS units/NNS in/IN local/JJ government/NN
inserting/VBG uses/NNS in/IN grant/NN amounts/VBZ
a/DT result/NN in/IN state/NN and/CC
the/DT number/NN in/IN officers/NNS deployed/VBN
and/CC use/NN in/IN metal/NN detectors/NNS
security/NN training/NN in/IN personnel/NNS and/CC
the/DT determination/NN in/IN the/DT attorney/NN
the/DT emphasis/NN in/IN their/PRP$ activities/NNS
the/DT case/NN in/IN a/DT grant/NN
the/DT portion/NN in/IN the/DT costs/NNS
the/DT costs/NNS in/IN a/DT program/NN
any/DT agency/NN in/IN an/DT indian/JJ
nonfederal/JJ share/NN in/IN a/DT matching/NN
the/DT requirement/NN in/IN paragraph/NN to/TO
amendment/NN section/NN in/IN title/NN i/FW
c/NN authorization/NN in/IN appropriations/NNS section/NN
section/NN a/DT in/IN title/NN i/FW
title/NN i/FW in/IN such/JJ act/NN
the/DT influx/NN in/IN those/DT gangs/NNS
national/JJ meetings/NNS in/IN the/DT subcommittee/NN
fact/NN out/IN in/IN that/DT came/VBD
the/DT question/NN in/IN illegal/JJ transfer/NN
the/DT interest/NN in/IN justice/NN
common/JJ type/NN in/IN waiver/NN device/NN
federal/JJ prosecution/NN in/IN juveniles/NNS for/IN
instead/RB in/IN focusing/VBG of/IN
the/DT politics/NNS in/IN crime/NN on/IN
on/IN favor/NN in/IN sound/JJ policy/NN
the/DT area/NN in/IN juvenile/JJ justice/NN
on/IN support/NN in/IN the/DT amendments/NNS
studies/NNS in/IN the/DT federal/JJ
unreviewable/JJ process/NN in/IN transferring/VBG youth/NN
the/DT purchase/NN in/IN a/DT dangerous/JJ
the/DT course/NN in/IN a/DT ninemonth/JJ
a/DT total/NN in/IN fiftysix/NN firearm/NN
the/DT use/NN in/IN a/DT firearm/NN
first/RB in/IN all/DT of/IN
are/VBP fearful/JJ in/IN these/DT gangs/NNS
enhances/VBZ sentencing/NN in/IN those/DT engaging/VBG
will/MD rising/VBG in/IN the/DT level/NN
the/DT level/NN in/IN violence/NN but/CC
of/IN support/NN in/IN the/DT waters/NNS
up/RP percent/NN in/IN the/DT federal/JJ
arrests/NNS percent/NN in/IN drug/NN convictions/NNS
about/IN percent/NN in/IN crack/NN users/NNS
sentenced/VBN portion/NN in/IN the/DT federal/JJ
a/DT history/NN in/IN untreated/JJ addiction/NN
increasing/VBG numbers/NNS in/IN prisoners/NNS who/WP
September/NNP issue/NN in/IN the/DT journal/NN
in/IN the/DT million/CD
of/IN support/NN in/IN the/DT bill/NN
the/DT magnitude/NN in/IN that/DT size/NN
the/DT streets/NNS in/IN virginia/NN or/CC
roughly/RB out/RP in/IN the/DT million/CD
magazine/NN focused/VBD in/IN the/DT spike/NN
ganginfested/JJ area/NN in/IN east/JJ los/NNS
inclusion/NN in/IN the/DT death/NN
the/DT fallibility/NN in/IN the/DT death/NN
on/IN need/NN in/IN repair/NN
on/IN sentencing/NN in/IN like/IN offenders/NNS
judicial/JJ conference/NN in/IN the/DT united/VBN
the/DT majority/NN in/IN cases/NNS
the/DT lives/NNS in/IN these/DT young/JJ
home/NN city/NN in/IN worcester/NN massachusetts/NNS
on/IN hopes/NNS in/IN reducing/VBG violence/NN
effective/JJ ways/NNS in/IN dealing/VBG with/IN
the/DT committee/NN in/IN rules/NNS last/JJ
laws/NNS already/RB in/IN the/DT books/NNS
a/DT handful/NN in/IN democratic/JJ amendments/NNS
be/VB grateful/JJ in/IN this/DT side/NN
a/DT vote/NN in/IN the/DT floor/NN
floor/NN today/NN in/IN that/DT amendment/NN
the/DT purchase/NN in/IN firearms/NNS ammunition/NN
of/IN order/NN in/IN the/DT floor/NN
union/NN chamber/NN in/IN commerce/NN in/IN
in/IN commerce/NN in/IN the/DT united/VBN
social/JJ action/NN in/IN reform/NN judaism/NN
national/JJ federation/NN in/IN independent/JJ business/NN
states/NNS conference/NN in/IN catholic/JJ bishops/NNS
the/DT majority/NN in/IN the/DT committee/NN
the/DT committee/NN in/IN rules/NNS decided/VBD
dear/RB member/NN in/IN congress/NN in/IN
in/IN congress/NN in/IN behalf/NN in/IN
in/IN behalf/NN in/IN the/DT national/JJ
national/JJ council/NN in/IN la/DT raza/NN
protection/NN act/NN in/IN hr/NN which/WDT
which/WDT is/VBZ in/IN the/DT suspension/NN
root/NN causes/VBZ in/IN the/DT problem/NN
the/DT opposite/NN in/IN what/WP this/DT
these/DT kinds/NNS in/IN risks/NNS it/PRP
have/VBP bearing/NN in/IN recidivism/NN thus/RB
based/VBN largely/RB in/IN race/NN and/CC
and/CC quality/NN in/IN defense/NN attorney/NN
commission/NN of/IN in/IN those/DT receiving/VBG
hipanics/NNS comprised/VBN in/IN those/DT subject/JJ
sentences/NNS of/IN in/IN the/DT tenyear/JJ
sentences/NNS and/CC in/IN the/DT mandatory/JJ
the/DT age/NN in/IN people/NNS arrested/VBN
without/IN right/NN in/IN appeal/NN for/IN
the/DT purchase/NN in/IN firearms/NNS ammunition/NN
be/VB kept/VBN in/IN how/WRB the/DT
a/DT member/NN in/IN the/DT gang/NN
other/JJ fields/NNS in/IN information/NN necessary/JJ
of/IN behalf/NN in/IN the/DT united/VBN
states/NNS conference/NN in/IN catholic/JJ bishops/NNS
the/DT use/NN in/IN the/DT death/NN
fully/RB aware/JJ in/IN their/PRP$ actions/NNS
have/VBP bearing/NN in/IN recidivism/NN thus/RB
of/IN need/NN in/IN reform/NN not/RB
the/DT administration/NN in/IN the/DT death/NN
the/DT number/NN in/IN federal/JJ death/NN
crimes/NNS section/NN in/IN the/DT bill/NN
studies/NNS in/IN the/DT federal/JJ
or/CC intention/NN in/IN being/VBG a/DT
a/DT part/NN in/IN a/DT socalled/JJ
broad/JJ definition/NN in/IN criminal/JJ street/NN
ambiguous/JJ standard/NN in/IN a/DT formal/JJ
or/CC association/NN in/IN three/CD or/CC
the/DT number/NN in/IN people/NNS required/VBN
continuing/VBG series/NN in/IN offenses/NNS the/DT
continuing/VBG series/NN in/IN offenses/NNS under/IN
broader/JJR definition/NN in/IN gang/NN crime/NN
being/VBG convicted/VBN in/IN gang/NN crimes/NNS
many/JJ in/IN the/DT enhanced/JJ
be/VB convicted/VBN in/IN crimes/NNS they/PRP
the/DT statute/NN in/IN limitations/NNS is/VBZ
the/DT burden/NN in/IN proof/NN for/IN
criminal/JJ prosecution/NN in/IN a/DT young/JJ
is/VBZ years/NNS in/IN age/NN or/CC
unreviewable/JJ process/NN in/IN transferring/VBG youth/NN
the/DT needs/NNS in/IN youth/NN
in/IN the/DT youth/NN
the/DT expense/NN in/IN the/DT right/NN
the/DT risk/NN in/IN convicting/VBG innocent/JJ
the/DT problem/NN in/IN gang/NN crime/NN
a/DT host/NN in/IN state/NN violent/JJ
current/JJ list/NN in/IN over/IN federal/JJ
was/VBD defeated/VBN in/IN a/DT straight/JJ
prevent/VB consideration/NN in/IN the/DT gang/NN
affect/VB any/DT in/IN the/DT amendments/NNS
the/DT text/NN in/IN the/DT amendment/NN
three/CD types/NNS in/IN aliens/NNS would/MD
final/JJ order/NN in/IN removal/NN issued/VBN
incorporated/VBD much/RB in/IN my/PRP$ language/NN
abouhalima/NN entered/VBN in/IN a/DT tourist/NN
the/DT spring/NN in/IN
the/DT terms/NNS in/IN his/PRP$ visa/NN
least/JJS percent/NN in/IN the/DT noncitizens/NNS
all/DT written/VBN in/IN November/NNP of/IN
the/DT support/NN in/IN the/DT gentleman/NN
the/DT committee/NN in/IN the/DT judiciary/NN
have/VBP worked/VBN in/IN and/CC been/VBN
end/NN and/CC in/IN course/NN i/FW
the/DT name/NN in/IN getting/VBG tough/JJ
to/TO one/CD in/IN the/DT federal/JJ
the/DT nature/NN in/IN our/PRP$ federal/JJ
on/IN place/NN in/IN the/DT discretion/NN
the/DT discretion/NN in/IN a/DT judge/NN
and/CC decide/VB in/IN an/DT appropriate/JJ
policy/NN committee/NN in/IN the/DT united/VBN
states/NNS conference/NN in/IN catholic/JJ bishops/NNS
the/DT crime/NN in/IN other/JJ factors/NNS
have/VBP bearing/NN in/IN recidivism/NN thus/RB
our/PRP$ energy/NN in/IN more/JJR programs/NNS
as/IN many/JJ in/IN my/PRP$ democratic/JJ
greater/JJR likelihood/NN in/IN repeat/NN and/CC
intervention/NN programs/NNS in/IN the/DT other/JJ
kids/NNS out/IN in/IN gangs/NNS but/CC
judiciary/NN markup/NN in/IN this/DT bill/NN
the/DT committee/NN in/IN rules/NNS last/JJ
require/VB half/NN in/IN those/DT funds/NNS
class/NN inside/IN in/IN paramount/JJ last/JJ
to/TO review/VB in/IN a/DT casebycase/NN
of/IN February/NNP in/IN this/DT year/NN
crack/VB down/RP in/IN criminal/JJ street/NN
reported/VBN out/RP in/IN the/DT senate/NN
from/IN virginia/NN in/IN the/DT opposite/JJ
that/IN all/DT in/IN the/DT prevention/NN
stripped/VBN out/RP in/IN the/DT antigang/JJ
stripped/VBN out/RP in/IN my/PRP$ bill/NN
the/DT support/NN in/IN law/NN enforcement/NN
a/DT host/NN in/IN anticrime/JJ measures/NNS
home/NN state/NN in/IN california/NN when/WRB
small/JJ amount/NN in/IN the/DT front/JJ
kids/NNS out/IN in/IN trouble/NN makes/VBZ
of/IN terms/NNS in/IN dollars/NNS saved/VBN
on/IN terms/NNS in/IN lives/NNS saved/VBN
both/DT support/NN in/IN both/DT sides/NNS
both/DT sides/NNS in/IN the/DT aisle/NN
either/DT side/NN in/IN the/DT aisle/NN
some/DT in/IN my/PRP$ side/NN
my/PRP$ side/NN in/IN the/DT aisle/NN
gop/NN member/NN in/IN the/DT committee/NN
the/DT committee/NN in/IN the/DT judiciary/NN
crime/NN problem/NN in/IN gangs/NNS but/CC
the/DT rule/NN in/IN course/NN does/VBZ
but/CC all/DT in/IN the/DT studies/NNS
no/DT effect/NN in/IN crime/NN and/CC
appointees/NNS sitting/VBG in/IN the/DT court/NN
the/DT kinds/NNS in/IN problems/NNS that/WDT
right/RB back/RB in/IN track/NN
long/JJ periods/NNS in/IN time/NN
than/IN anywhere/RB in/IN earth/NN per/IN
national/JJ average/NN in/IN per/IN
one/CD out/RP in/IN every/DT africanamerican/JJ
covers/NNS thousands/NNS in/IN cases/NNS over/IN
adult/NN treatment/NN in/IN more/JJR juveniles/NNS
despite/IN all/DT in/IN our/PRP$ agreement/NN
important/JJ aspect/NN in/IN our/PRP$ prior/JJ
were/VBD having/VBG in/IN the/DT gang/NN
kids/NNS out/IN in/IN gangs/NNS
entire/JJ purpose/NN in/IN the/DT sentencing/NN
reform/NN act/NN in/IN by/IN preventing/VBG
rational/JJ development/NN in/IN guidelines/NNS that/WDT
the/DT opposite/NN in/IN their/PRP$ intended/JJ
the/DT seriousness/NN in/IN their/PRP$ conduct/NN
protection/NN act/NN in/IN
aggravated/VBN crimes/NNS in/IN violence/NN
the/DT absence/NN in/IN mandatory/JJ guidelines/NNS
the/DT cooperation/NN in/IN lowerlevel/JJ gang/NN
their/PRP$ lives/NNS in/IN the/DT line/NN
rollcall/NN vote/NN in/IN ayes/NNS to/TO
a/DT majority/NN in/IN the/DT democratic/JJ
the/DT fabric/NN in/IN our/PRP$ society/NN
are/VBP convicted/VBN in/IN those/DT crimes/NNS
be/VB thinking/VBG in/IN doing/VBG it/PRP
one/CD paragraph/NN in/IN this/DT story/NN
five/CD members/NNS in/IN mara/NN salvatrucha/NN
this/DT type/NN in/IN crime/NN when/WRB
under/IN section/NN in/IN title/NN interstate/NN
the/DT president/NN in/IN honduras/NNS would/MD
the/DT fact/NN in/IN the/DT matter/NN
the/DT department/NN in/IN homeland/NN security/NN
recent/JJ rash/NN in/IN gangrelated/JJ violence/NN
recent/JJ department/NN in/IN education/NN federal/JJ
the/DT cycle/NN in/IN gang/NN membership/NN
wasted/VBN because/IN in/IN corporate/JJ fraud/NN
the/DT tip/NN in/IN the/DT iceberg/NN
have/VBP one/CD in/IN the/DT highest/JJS
of/IN one/CD in/IN several/JJ ways/NNS
opposite/JJ side/NN in/IN the/DT aisle/NN
on/IN support/NN in/IN this/DT amendment/NN
account/NN all/DT in/IN the/DT facts/NNS
the/DT commission/NN in/IN the/DT crime/NN
the/DT commission/NN in/IN the/DT crime/NN
a/DT result/NN in/IN the/DT crime/NN
strike/VB all/DT in/IN the/DT mandatory/JJ
to/TO remain/VB in/IN the/DT floor/NN
is/VBZ occurring/VBG in/IN a/DT day/NN
all/DT levels/NNS in/IN government/NN of/IN
their/PRP$ weapons/NNS in/IN mass/NN destruction/NN
the/DT assault/NN in/IN crime/NN of/IN
march/NN issue/NN in/IN newsweek/NN they/PRP
i/FW pray/FW in/IN behalf/NN on/IN
of/IN support/NN in/IN this/DT amendment/NN
opened/VBD fire/NN in/IN a/DT bus/NN
bus/NN full/JJ in/IN passengers/NNS near/IN
individuals/NNS six/CD in/IN them/PRP were/VBD
other/JJ side/NN in/IN the/DT aisle/NN
significant/JJ part/NN in/IN mandatory/JJ minimum/JJ
being/VBG aware/JJ in/IN mandatory/JJ minimums/NNS
freshman/NN member/NN in/IN this/DT house/NN
every/DT aspect/NN in/IN life/NN of/IN
was/VBD torn/VBN in/IN voting/VBG for/IN
hr/NN because/IN in/IN my/PRP$ concern/NN
the/DT majority/NN in/IN crime/NN on/IN
house/NN committee/NN in/IN the/DT judiciary/NN
a/DT number/NN in/IN defendants/NNS on/IN
the/DT name/NN in/IN some/DT type/NN
some/DT type/NN in/IN gang/NN
a/DT part/NN in/IN urban/JJ life/NN
the/DT chaos/NN in/IN a/DT large/JJ
protection/NN act/NN in/IN
home/NN state/NN in/IN washington/NN but/CC
and/CC out/RB in/IN our/PRP$ hands/NNS
whose/WP$ form/NN in/IN discipline/NN is/VBZ
the/DT backs/NNS in/IN gang/NN activity/NN
on/IN may/MD in/IN des/FW moines/FW
withdraws/VBZ approval/NN in/IN the/DT united/VBN
general/JJ integrity/NN in/IN the/DT wto/NN
its/PRP$ role/NN in/IN impartial/JJ adjudicator/NN
numerous/JJ shortcomings/NNS in/IN the/DT wto/NN
the/DT premise/NN in/IN independent/JJ unionization/NN
and/CC modification/NN in/IN the/DT institution/NN
the/DT regression/NN in/IN our/PRP$ global/JJ
best/JJS interests/NNS in/IN our/PRP$ nation/NN
the/DT length/NN in/IN a/DT political/JJ
every/DT intention/NN in/IN using/VBG a/DT
a/DT lot/NN in/IN words/NNS here/RB
like/IN most/JJS in/IN us/PRP we/PRP
no/DT fear/NN in/IN free/JJ trade/NN
to/TO some/DT in/IN the/DT statements/NNS
i/FW intend/VBP in/IN either/DT giving/VBG
that/IN some/DT in/IN those/DT voices/NNS
social/JJ policy/NN in/IN utah/NN violate/VBP
be/VB specifically/RB in/IN that/DT point/NN
best/JJS interests/NNS in/IN us/PRP consumers/NNS
top/JJ percent/NN in/IN people/NNS on/IN
nuclear/JJ option/NN in/IN withdrawing/VBG from/IN
the/DT operations/NNS in/IN the/DT wto/NN
of/IN twothirds/NNS in/IN the/DT cases/NNS
the/DT interest/NN in/IN the/DT united/VBN
successful/JJ meeting/NN in/IN the/DT ministers/NNS
significant/JJ level/NN in/IN agreement/NN by/IN
of/IN both/DT in/IN these/DT areas/NNS
next/JJ couple/NN in/IN months/NNS so/RB
overreached/VBN on/IN in/IN them/PRP
on/IN two/CD in/IN cases/NNS
growing/VBG number/NN in/IN observers/NNS are/VBP
to/TO concentrate/VB in/IN
pull/VB out/RP in/IN the/DT wto/NN
on/IN support/NN in/IN h/NN j/NN
on/IN pursuit/NN in/IN everlower/NN wages/NNS
on/IN light/NN in/IN our/PRP$ massive/JJ
the/DT rules/NNS in/IN the/DT wto/NN
the/DT existence/NN in/IN those/DT have/VBP
by/IN virtue/NN in/IN that/DT percent/NN
over/IN percent/NN in/IN the/DT economic/JJ
percent/NN in/IN the/DT growth/NN
in/IN the/DT wto/NN
with/IN percent/NN in/IN the/DT world/NN
and/CC percent/NN in/IN the/DT world/NN
consumers/NNS outside/IN in/IN the/DT united/VBN
wide/JJ range/NN in/IN bilateral/JJ agreements/NNS
all/DT in/IN the/DT benefits/NNS
the/DT benefits/NNS in/IN trade/NN that/IN
the/DT sake/NN in/IN the/DT american/JJ
the/DT sake/NN in/IN those/DT throughout/IN
first/JJ rung/VBN in/IN the/DT economic/JJ
the/DT resolution/NN in/IN the/DT floor/NN
and/CC reflect/VB in/IN the/DT shortcomings/NNS
system/NN and/CC in/IN ways/NNS both/CC
the/DT context/NN in/IN previously/RB negotiated/VBN
and/CC culture/NN in/IN both/DT the/DT
ourselves/PRP out/RP in/IN the/DT process/NN
economy/NN depends/VBZ in/IN exports/NNS and/CC
the/DT approval/NN in/IN the/DT united/VBN
every/DT years/NNS in/IN the/DT united/VBN
best/JJS interest/NN in/IN the/DT united/VBN
that/IN members/NNS in/IN the/DT house/NN
a/DT vote/NN in/IN the/DT house/NN
to/TO vote/VB in/IN on/IN support/NN
are/VBP capable/JJ in/IN competing/VBG and/CC
the/DT removal/NN in/IN artificial/JJ barriers/NNS
trade/VB is/VBZ in/IN critical/JJ importance/NN
import/NN restrictions/NNS in/IN imported/VBN us/PRP
shut/VBN out/RP in/IN these/DT export/NN
aggressive/JJ enforcement/NN in/IN the/DT rules/NNS
the/DT rules/NNS in/IN international/JJ trade/NN
the/DT rest/NN in/IN the/DT world/NN
the/DT importance/NN in/IN our/PRP$ country/NN
the/DT success/NN in/IN us/PRP participation/NN
the/DT creation/NN in/IN the/DT wto/NN
the/DT establishment/NN in/IN standards/NNS licensing/NN
the/DT committee/NN in/IN ways/NNS and/CC
a/DT tool/NN in/IN development/NN and/CC
growing/VBG interdependence/NN in/IN countries/NNS resulting/VBG
than/IN onethird/NN in/IN the/DT time/NN
of/IN favor/NN in/IN the/DT united/VBN
the/DT sovereignty/NN in/IN america/NN to/TO
administration/NN regardless/RB in/IN who/WP sits/VBZ
the/DT issue/NN in/IN trade/NN remedies/NNS
wto/NN is/VBZ in/IN paramount/JJ concern/NN
the/DT name/NN in/IN free/JJ trade/NN
a/DT number/NN in/IN specific/JJ proposals/NNS
major/JJ effect/NN in/IN support/NN for/IN
death/NN because/IN in/IN their/PRP$ efforts/NNS
the/DT viability/NN in/IN the/DT wto/NN
are/VBP capable/JJ in/IN competing/VBG and/CC
the/DT years/NNS in/IN us/PRP participation/NN
seen/VBN padlocks/NNS in/IN gates/NNS and/CC
driving/VBG down/RP in/IN the/DT quality/NN
the/DT quality/NN in/IN life/NN of/IN
of/IN any/DT in/IN their/PRP$ conduct/NN
their/PRP$ conduct/NN in/IN commerce/NN on/IN
a/DT victim/NN in/IN force/NN and/CC
a/DT structure/NN in/IN force/NN and/CC
the/DT consideration/NN in/IN the/DT decision/NN
geneva/NN part/NN in/IN the/DT problem/NN
part/NN because/IN in/IN the/DT failure/NN
large/JJ numbers/NNS in/IN people/NNS the/DT
the/DT tragedy/NN in/IN it/PRP is/VBZ
not/RB true/JJ in/IN cafta/NN
critical/JJ point/NN in/IN globalization/NN a/DT
the/DT benefits/NNS in/IN globilization/NN being/VBG
are/VBP true/JJ in/IN latin/NN america/NN
policy/NN built/VBN in/IN a/DT bipartisan/JJ
the/DT standard/NN in/IN living/VBG for/IN
the/DT size/NN in/IN canada/NN to/TO
the/DT risk/NN in/IN aircraft/NN development/NN
prices/NNS and/CC in/IN terms/NNS that/WDT
best/JJS interests/NNS in/IN the/DT united/VBN
united/VBN states/NNS in/IN america/NN
the/DT benefit/NN in/IN our/PRP$ nation/NN
strong/JJ support/NN in/IN our/PRP$ position/NN
those/DT individuals/NNS in/IN our/PRP$ side/NN
the/DT resurrection/NN in/IN the/DT old/JJ
on/IN officialdom/NN in/IN some/DT very/RB
the/DT distribution/NN in/IN vitamins/NNS and/CC
enforcement/NN efforts/NNS in/IN the/DT administration/NN
the/DT lack/NN in/IN consensus/NN on/IN
the/DT wto/NN in/IN how/WRB to/TO
in/IN domestic/JJ subsidies/NNS
us/PRP tariffs/NNS in/IN agricultural/JJ products/NNS
the/DT people/NNS in/IN the/DT united/VBN
united/VBN states/NNS in/IN america/NN as/IN
made/VBN up/RP in/IN organizations/NNS that/WDT
the/DT benefit/NN in/IN the/DT american/JJ
that/WDT percent/NN in/IN the/DT world/NN
us/PRP approval/NN in/IN the/DT wto/NN
reaching/VBG agreements/NNS in/IN service/NN negotiations/NNS
his/PRP$ portrayal/NN in/IN what/WP is/VBZ
an/DT explosion/NN in/IN technology/NN with/IN
bottom/JJ percent/NN in/IN american/JJ workers/NNS
the/DT ceos/NNS in/IN large/JJ corporations/NNS
this/DT all/DT in/IN the/DT objective/JJ
of/IN terms/NNS in/IN job/NN loss/NN
the/DT loss/NN in/IN goodpaying/VBG jobs/NNS
of/IN terms/NNS in/IN the/DT growing/VBG
industrialized/JJ country/NN in/IN earth/NN wider/JJR
s/PRP all/DT in/IN that/DT suggests/VBZ
all/DT in/IN the/DT new/JJ
has/VBZ gone/VBN in/IN for/IN some/DT
small/JJ state/NN in/IN vermont/NN we/PRP
bottom/JJ percent/NN in/IN workers/NNS
economics/NNS percent/NN in/IN the/DT increase/NN
modern/JJ history/NN in/IN the/DT united/VBN
been/VBN touched/VBN in/IN today/NN a/DT
the/DT city/NN in/IN burlington/NN on/IN
the/DT city/NN in/IN burlington/NN vermont/IN
of/IN violation/NN in/IN free/JJ trade/NN
some/DT in/IN us/PRP who/WP
and/CC millions/NNS in/IN dollars/NNS of/IN
lobbying/NN effort/NN in/IN the/DT part/NN
the/DT continuation/NN in/IN global/JJ trade/NN
a/DT lot/NN in/IN astounding/JJ remarks/NNS
on/IN terms/NNS in/IN dollars/NNS the/DT
