highest/JJS body/NN of/IN elected/VBN officials/NNS 
but/CC rather/RB of/IN leveraging/VBG 
a/DT host/NN of/IN anticrime/JJ measures/NNS 
home/NN state/NN of/IN california/NN when/WRB 
kids/NNS out/IN of/IN trouble/NN makes/VBZ 
in/IN terms/NNS of/IN dollars/NNS saved/VBN 
in/IN terms/NNS of/IN lives/NNS saved/VBN 
both/DT sides/NNS of/IN the/DT aisle/NN 
either/DT side/NN of/IN the/DT aisle/NN 
my/PRP$ side/NN of/IN the/DT aisle/NN 
funding/NN all/DT of/IN the/DT proactive/JJ 
republican/NN member/NN of/IN the/DT committee/NN 
gop/NN member/NN of/IN the/DT committee/NN 
crime/NN problem/NN of/IN gangs/NNS but/CC 
the/DT rule/NN of/IN course/NN does/VBZ 
but/CC all/DT of/IN the/DT studies/NNS 
virtually/RB all/DT of/IN the/DT money/NN 
the/DT kinds/NNS of/IN problems/NNS that/WDT 
for/IN all/DT of/IN the/DT money/NN 
the/DT title/NN of/IN the/DT bill/NN 
the/DT impact/NN of/IN this/DT bill/NN 
kids/NNS out/IN of/IN trouble/NN and/CC 
but/CC all/DT of/IN the/DT studies/NNS 
effective/JJ use/NN of/IN the/DT taxpayers/NNS 
reduction/NN out/IN of/IN the/DT next/JJ 
kids/NNS out/IN of/IN trouble/NN kids/NNS 
come/VB out/IN of/IN gangs/NNS because/IN 
same/JJ array/NN of/IN polltested/VBN sound/NN 
by/IN all/DT of/IN the/DT members/NNS 
the/DT members/NNS of/IN the/DT subcommittee/NN 
and/CC expertise/NN of/IN law/NN enforcement/NN 
all/DT of/IN the/DT hastertgephardt/NN 
single/JJ one/CD of/IN those/DT witnesses/NNS 
from/IN recommendations/NNS of/IN those/DT experts/NNS 
was/VBD full/JJ of/IN collaborative/JJ efforts/NNS 
them/PRP out/IN of/IN trouble/NN to/TO 
long/JJ periods/NNS of/IN time/NN 
national/JJ average/NN of/IN per/IN 
is/VBZ out/IN of/IN white/JJ youth/NN 
one/CD out/IN of/IN every/DT africanamerican/JJ 
with/IN all/DT of/IN its/PRP$ discriminatory/JJ 
long/JJ line/NN of/IN studies/NNS conducted/VBN 
the/DT department/NN of/IN justice/NN and/CC 
the/DT coalition/NN of/IN juvenile/JJ justice/NN 
covers/NNS thousands/NNS of/IN cases/NNS over/IN 
long/JJ period/NN of/IN time/NN and/CC 
adult/NN treatment/NN of/IN more/JJR juveniles/NNS 
the/DT number/NN of/IN juveniles/NNS tried/VBD 
from/IN all/DT of/IN the/DT credible/JJ 
were/VBD innocent/JJ of/IN the/DT crimes/NNS 
despite/IN all/DT of/IN our/PRP$ agreement/NN 
important/JJ aspect/NN of/IN our/PRP$ prior/JJ 
about/IN onetenth/NN of/IN what/WP was/VBD 
kids/NNS out/IN of/IN gangs/NNS 
none/NN of/IN them/PRP asked/VBD 
the/DT job/NN of/IN funding/VBG the/DT 
enforcement/NN instead/RB of/IN passing/VBG this/DT 
the/DT balance/NN of/IN my/PRP$ time/NN 
say/VB first/JJ of/IN all/DT that/DT 
first/RB of/IN all/DT madam/FW 
the/DT kinds/NNS of/IN things/NNS that/WDT 
the/DT kinds/NNS of/IN initiatives/NNS that/WDT 
funding/VBG any/DT of/IN the/DT programs/NNS 
one/CD out/IN of/IN eight/CD are/VBP 
the/DT kind/NN of/IN sentence/NN that/WDT 
violent/JJ kinds/NNS of/IN crimes/NNS that/WDT 
a/DT member/NN of/IN the/DT committee/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
ranking/JJ member/NN of/IN the/DT committee/NN 
not/RB part/NN of/IN his/PRP$ presentation/NN 
my/PRP$ reservation/NN of/IN objection/NN mr/NN 
my/PRP$ reservation/NN of/IN objection/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
do/VB any/DT of/IN those/DT acts/NNS 
a/DT bunch/NN of/IN kids/NNS under/IN 
ranking/JJ member/NN of/IN the/DT committee/NN 
more/JJR years/NNS of/IN insult/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
costeffective/JJ use/NN of/IN the/DT taxpayers/NNS 
the/DT balance/NN of/IN my/PRP$ time/NN 
interesting/JJ timing/NN of/IN the/DT amendment/NN 
a/DT couple/NN of/IN them/PRP get/VB 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
remind/VB members/NNS of/IN the/DT house/NN 
community/NN out/IN of/IN are/VBP already/RB 
the/DT impact/NN of/IN mandatory/JJ minimum/JJ 
entire/JJ purpose/NN of/IN the/DT sentencing/NN 
a/DT waste/NN of/IN the/DT taxpayers/NNS 
judicial/JJ conference/NN of/IN the/DT united/VBN 
chief/NN justice/NN of/IN the/DT united/VBN 
reform/NN act/NN of/IN by/IN preventing/VBG 
rational/JJ development/NN of/IN guidelines/NNS that/WDT 
the/DT opposite/NN of/IN their/PRP$ intended/JJ 
the/DT seriousness/NN of/IN their/PRP$ conduct/NN 
the/DT expansion/NN of/IN the/DT federal/JJ 
the/DT impact/NN of/IN this/DT bill/NN 
in/IN support/NN of/IN hr/NN the/DT 
protection/NN act/NN of/IN 
a/DT population/NN of/IN or/CC more/JJR 
associations/NNS many/JJ of/IN which/WDT are/VBP 
the/DT scourge/NN of/IN violence/NN in/IN 
the/DT creation/NN of/IN antigang/JJ task/NN 
the/DT sharing/NN of/IN gang/NN information/NN 
aggravated/VBN crimes/NNS of/IN violence/NN 
important/JJ aspect/NN of/IN this/DT bill/NN 
the/DT seriousness/NN of/IN violent/JJ crimes/NNS 
mandatory/JJ minimum/NN of/IN years/NNS and/CC 
the/DT absence/NN of/IN mandatory/JJ guidelines/NNS 
the/DT cooperation/NN of/IN lowerlevel/JJ gang/NN 
strong/JJ letters/NNS of/IN support/NN from/IN 
fraternal/JJ order/NN of/IN police/NN the/DT 
national/JJ association/NN of/IN police/NN officers/NNS 
enforcement/NN alliance/NN of/IN america/NN the/DT 
international/JJ union/NN of/IN police/NN associations/NNS 
on/IN behalf/NN of/IN america/NN s/VBZ 
the/DT balance/NN of/IN my/PRP$ time/NN 
principal/JJ author/NN of/IN this/DT bill/NN 
rollcall/NN vote/NN of/IN ayes/NNS to/TO 
a/DT majority/NN of/IN the/DT democratic/JJ 
a/DT sponsor/NN of/IN this/DT bill/NN 
a/DT number/NN of/IN years/NNS and/CC 
heard/VBD some/DT of/IN that/DT but/CC 
the/DT roots/NNS of/IN our/PRP$ society/NN 
the/DT fabric/NN of/IN our/PRP$ society/NN 
are/VBP convicted/VBN of/IN those/DT crimes/NNS 
be/VB thinking/VBG of/IN doing/VBG it/PRP 
one/CD paragraph/NN of/IN this/DT story/NN 
five/CD members/NNS of/IN mara/NN salvatrucha/NN 
shooting/NN death/NN of/IN monthold/NN alden/JJ 
is/VBZ convicted/VBN of/IN murdering/VBG an/DT 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT opponents/NNS of/IN this/DT bill/NN 
first/RB of/IN all/DT they/PRP 
the/DT violence/NN of/IN gang/NN activity/NN 
the/DT number/NN of/IN murders/NNS the/DT 
the/DT number/NN of/IN maimings/NNS that/IN 
specified/JJ period/NN of/IN time/NN after/IN 
the/DT department/NN of/IN justice/NN has/VBZ 
a/DT b/NN of/IN the/DT taxpayers/NNS 
appropriated/VBN billion/CD of/IN the/DT taxpayers/NNS 
the/DT department/NN of/IN justice/NN 
the/DT percentage/NN of/IN homicides/NNS committed/VBN 
the/DT number/NN of/IN juveniles/NNS committing/VBG 
this/DT type/NN of/IN crime/NN when/WRB 
the/DT balance/NN of/IN my/PRP$ time/NN 
a/DT clarification/NN of/IN the/DT ban/NN 
on/IN possession/NN of/IN hand/NN guns/NNS 
several/JJ provisions/NNS of/IN the/DT legislation/NN 
the/DT crime/NN of/IN violence/NN definition/NN 
violence/NN definition/NN of/IN the/DT gang/NN 
the/DT purpose/NN of/IN this/DT change/NN 
unintended/JJ application/NN of/IN the/DT statute/NN 
under/IN section/NN of/IN title/NN interstate/NN 
in/IN aid/NN of/IN racketeering/NN enterprises/NNS 
a/DT portion/NN of/IN title/NN under/IN 
reported/VBN versions/NNS of/IN hr/NN is/VBZ 
a/DT result/NN of/IN enacting/VBG this/DT 
the/DT crime/NN of/IN violence/NN definition/NN 
section/NN b/NN of/IN title/NN to/TO 
or/CC property/NN of/IN another/DT 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT president/NN of/IN honduras/NNS would/MD 
the/DT fact/NN of/IN the/DT matter/NN 
some/DT of/IN us/PRP have/VBP 
the/DT security/NN of/IN the/DT borders/NNS 
the/DT numbers/NNS of/IN border/NN patrol/NN 
the/DT grounds/NNS of/IN having/VBG committed/VBN 
a/DT crime/NN of/IN violence/NN or/CC 
or/CC crime/NN of/IN violence/NN would/MD 
consecutive/JJ sentence/NN of/IN years/NNS and/CC 
a/DT crime/NN of/IN violence/NN or/CC 
consecutive/JJ sentence/NN of/IN years/NNS 
the/DT department/NN of/IN homeland/NN security/NN 
urge/NN support/NN of/IN the/DT amendment/NN 
yield/VB one/CD of/IN those/DT minutes/NNS 
in/IN support/NN of/IN hr/NN which/WDT 
the/DT prosecution/NN of/IN gangs/NNS and/CC 
recent/JJ rash/NN of/IN gangrelated/JJ violence/NN 
the/DT city/NN of/IN norwalk/NN this/DT 
home/NN town/NN of/IN bridgeport/NN has/VBZ 
the/DT importance/NN of/IN prevention/NN programs/NNS 
recent/JJ department/NN of/IN education/NN federal/JJ 
the/DT consequences/NNS of/IN their/PRP$ actions/NNS 
at/IN risk/NN of/IN becoming/VBG juvenile/JJ 
the/DT cycle/NN of/IN gang/NN membership/NN 
a/DT life/NN of/IN crime/NN 
the/DT support/NN of/IN every/DT member/NN 
every/DT member/NN of/IN this/DT body/NN 
wasted/VBN because/IN of/IN corporate/JJ fraud/NN 
unfortunate/JJ fact/NN of/IN life/NN that/IN 
a/DT system/NN of/IN distributing/VBG funds/NNS 
another/DT billion/CD of/IN taxpayer/NN funds/NNS 
the/DT cost/NN of/IN the/DT war/NN 
the/DT tip/NN of/IN the/DT iceberg/NN 
as/IN billions/NNS of/IN dollars/NNS are/VBP 
the/DT expense/NN of/IN our/PRP$ troops/NNS 
venues/NNS statute/NN of/IN limitations/NNS and/CC 
do/VB all/DT of/IN this/DT it/PRP 
the/DT sacrifices/NNS of/IN the/DT many/JJ 
in/IN support/NN of/IN the/DT watersscott/NN 
that/IN percent/NN of/IN the/DT largest/JJS 
and/CC percent/NN of/IN the/DT smaller/JJR 
no/DT value/NN of/IN hope/NN is/VBZ 
way/NN out/IN of/IN the/DT gang/NN 
root/NN causes/NNS of/IN youth/NN violence/NN 
the/DT tide/NN of/IN gang/NN violence/NN 
to/TO one/CD of/IN this/DT nation/NN 
the/DT amount/NN of/IN money/NN that/IN 
get/VB all/DT of/IN this/DT money/NN 
have/VBP one/CD of/IN the/DT highest/JJS 
incarceration/NN rates/NNS of/IN any/DT nation/NN 
disproportionate/JJ amount/NN of/IN money/NN on/IN 
criminals/NNS out/IN of/IN the/DT country/NN 
the/DT heads/NNS of/IN the/DT leaders/NNS 
the/DT leaders/NNS of/IN those/DT countries/NNS 
the/DT leaders/NNS of/IN these/DT countries/NNS 
all/DT kinds/NNS of/IN assistance/NN to/TO 
the/DT name/NN of/IN everybody/NN that/IN 
the/DT leaders/NNS of/IN these/DT countries/NNS 
in/IN one/CD of/IN several/JJ ways/NNS 
the/DT head/NN of/IN our/PRP$ government/NN 
s/VBZ members/NNS of/IN congress/NN working/VBG 
all/DT kinds/NNS of/IN arrangements/NNS with/IN 
opposite/JJ side/NN of/IN the/DT aisle/NN 
in/IN support/NN of/IN this/DT amendment/NN 
a/DT basis/NN of/IN facts/NNS for/IN 
the/DT support/NN of/IN our/PRP$ colleagues/NNS 
a/DT part/NN of/IN that/DT gang/NN 
the/DT children/NNS of/IN those/DT who/WP 
moving/VBG out/IN of/IN neighborhoods/NNS et/FW 
the/DT idea/NN of/IN a/DT broader/JJR 
a/DT number/NN of/IN areas/NNS to/TO 
in/IN support/NN of/IN my/PRP$ amendment/NN 
strike/VB all/DT of/IN the/DT mandatory/JJ 
chairman/NN all/DT of/IN us/PRP know/VBP 
comprise/VBP percent/NN of/IN the/DT united/VBN 
staggering/JJ percent/NN of/IN all/DT prisoners/NNS 
the/DT creation/NN of/IN more/JJR prisons/NNS 
the/DT prevention/NN of/IN crime/NN in/IN 
the/DT role/NN of/IN our/PRP$ judges/NNS 
account/NN all/DT of/IN the/DT facts/NNS 
an/DT evaluation/NN of/IN any/DT mitigating/VBG 
mental/JJ state/NN of/IN the/DT defendant/NN 
the/DT commission/NN of/IN the/DT crime/NN 
mental/JJ capacity/NN of/IN the/DT defendant/NN 
the/DT commission/NN of/IN the/DT crime/NN 
a/DT result/NN of/IN the/DT crime/NN 
at/IN risk/NN of/IN joining/VBG gangs/NNS 
at/IN risk/NN of/IN rejoining/VBG a/DT 
urge/VB all/DT of/IN my/PRP$ colleagues/NNS 
strike/VB all/DT of/IN the/DT mandatory/JJ 
the/DT balance/NN of/IN my/PRP$ time/NN 
ranking/JJ member/NN of/IN our/PRP$ subcommittee/NN 
on/IN behalf/NN of/IN most/JJS of/IN 
of/IN most/JJS of/IN the/DT members/NNS 
not/RB all/DT of/IN the/DT members/NNS 
the/DT members/NNS of/IN the/DT congress/NN 
the/DT congress/NN of/IN the/DT united/VBN 
united/VBN states/NNS of/IN america/NN we/PRP 
the/DT backs/NNS of/IN young/JJ people/NNS 
be/VB victims/NNS of/IN gangs/NNS rather/RB 
the/DT discretion/NN of/IN the/DT judge/NN 
given/VBN all/DT of/IN the/DT facts/NNS 
given/VBN all/DT of/IN the/DT facts/NNS 
the/DT congress/NN of/IN the/DT united/VBN 
the/DT ability/NN of/IN judges/NNS to/TO 
the/DT politics/NNS of/IN the/DT day/NN 
consult/VB governors/NNS of/IN the/DT states/NNS 
the/DT middle/NN of/IN a/DT gang/NN 
the/DT process/NN of/IN designation/NN or/CC 
the/DT power/NN of/IN federal/JJ and/CC 
all/DT levels/NNS of/IN government/NN working/VBG 
all/DT levels/NNS of/IN government/NN in/IN 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT supply/NN of/IN weapons/NNS and/CC 
our/PRP$ enforcement/NN of/IN existing/VBG gun/NN 
their/PRP$ weapons/NNS of/IN mass/NN destruction/NN 
the/DT bureau/NN of/IN alcohol/NN tobacco/NN 
the/DT flow/NN of/IN guns/NNS to/TO 
the/DT balance/NN of/IN my/PRP$ time/NN 
every/DT member/NN of/IN this/DT house/NN 
the/DT staff/NN of/IN the/DT judiciary/NN 
march/NN issue/NN of/IN newsweek/NN they/PRP 
a/DT number/NN of/IN people/NNS out/IN 
the/DT steps/NNS of/IN a/DT nearby/JJ 
the/DT brutality/NN of/IN these/DT gangs/NNS 
the/DT people/NNS of/IN culmore/NN and/CC 
the/DT people/NNS of/IN the/DT inner/JJ 
different/JJ areas/NNS of/IN my/PRP$ district/NN 
on/IN behalf/NN of/IN brenda/NN paz/NN 
the/DT state/NN of/IN virginia/NN that/WDT 
in/IN support/NN of/IN this/DT amendment/NN 
bus/NN full/JJ of/IN passengers/NNS near/IN 
honduran/NN city/NN of/IN san/NN pedro/NN 
individuals/NNS six/CD of/IN them/PRP were/VBD 
the/DT presidents/NNS of/IN four/CD central/JJ 
suspected/VBN mastermind/NN of/IN the/DT killing/VBG 
the/DT killing/VBG of/IN these/DT people/NNS 
suspected/VBN member/NN of/IN the/DT ms/NNS 
the/DT killing/VBG of/IN individuals/NNS in/IN 
that/DT town/NN of/IN san/NN pedro/NN 
other/JJ side/NN of/IN the/DT aisle/NN 
sixth/JJ district/NN of/IN california/NN which/WDT 
is/VBZ north/RB of/IN the/DT golden/JJ 
the/DT help/NN of/IN new/JJ state/NN 
new/JJ state/NN of/IN california/NN funding/NN 
the/DT issue/NN of/IN gun/NN violence/NN 
with/IN all/DT of/IN its/PRP$ approaches/NNS 
being/VBG aware/JJ of/IN mandatory/JJ minimums/NNS 
the/DT instance/NN of/IN a/DT year/NN 
certain/JJ knowledge/NN of/IN the/DT consequences/NNS 
the/DT consequences/NNS of/IN one/CD s/VBZ 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT recommendations/NNS of/IN the/DT commission/NN 
the/DT passage/NN of/IN the/DT real/JJ 
freshman/NN member/NN of/IN this/DT house/NN 
disastrous/JJ effects/NNS of/IN porous/JJ borders/NNS 
the/DT problem/NN of/IN illegal/JJ immigration/NN 
and/CC processes/NNS of/IN the/DT united/VBN 
every/DT aspect/NN of/IN life/NN in/IN 
the/DT amendments/NNS of/IN both/DT the/DT 
a/DT crime/NN of/IN violence/NN or/CC 
the/DT names/NNS of/IN all/DT individuals/NNS 
hr/NN because/IN of/IN my/PRP$ concern/NN 
it/PRP because/IN of/IN the/DT number/NN 
the/DT number/NN of/IN illegal/JJ aliens/NNS 
other/JJ areas/NNS of/IN american/JJ life/NN 
the/DT greatness/NN of/IN our/PRP$ nation/NN 
strong/JJ support/NN of/IN hr/NN and/CC 
the/DT threat/NN of/IN expanding/VBG gang/NN 
pastoral/NN suburb/NN of/IN the/DT city/NN 
the/DT city/NN of/IN philadelphia/NN an/DT 
the/DT majority/NN of/IN crime/NN in/IN 
the/DT people/NNS of/IN bristol/NN bucks/NNS 
hard/JJ work/NN of/IN don/VBP billingsley/NN 
shining/VBG example/NN of/IN the/DT department/NN 
the/DT department/NN of/IN justice/NN s/VBZ 
the/DT use/NN of/IN firearms/NNS to/TO 
the/DT heart/NN of/IN this/DT bill/NN 
specific/JJ problem/NN of/IN gangs/NNS 
a/DT number/NN of/IN defendants/NNS in/IN 
the/DT spread/NN of/IN gang/NN violence/NN 
a/DT number/NN of/IN times/NNS in/IN 
the/DT idea/NN of/IN those/DT guidelines/NNS 
coherent/JJ system/NN of/IN sentencing/VBG some/DT 
some/DT method/NN of/IN figuring/VBG out/RP 
on/IN top/NN of/IN that/DT framework/NN 
the/DT framework/NN of/IN a/DT sentencing/NN 
not/RB because/IN of/IN some/DT political/JJ 
wrong/JJ kind/NN of/IN cocaine/NN 
supporting/VBG some/DT of/IN the/DT amendments/NNS 
a/DT lot/NN of/IN those/DT cases/NNS 
action/NN operative/NN of/IN the/DT gangs/NNS 
same/JJ type/NN of/IN punishment/NN as/IN 
this/DT portion/NN of/IN the/DT bill/NN 
the/DT age/NN of/IN offenders/NNS 
the/DT name/NN of/IN some/DT type/NN 
some/DT type/NN of/IN gang/NN 
first/JJ duty/NN of/IN government/NN is/VBZ 
the/DT heart/NN of/IN gang/NN violence/NN 
strong/JJ supporter/NN of/IN law/NN enforcement/NN 
the/DT creation/NN of/IN the/DT center/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
have/VBP years/NNS of/IN law/NN enforcement/NN 
until/IN January/NNP of/IN this/DT year/NN 
one/CD of/IN the/DT things/NNS 
all/DT kinds/NNS of/IN tools/NNS and/CC 
but/CC one/CD of/IN the/DT most/RBS 
a/DT resurgence/NN of/IN organized/JJ crime/NN 
a/DT part/NN of/IN urban/JJ life/NN 
the/DT chaos/NN of/IN a/DT large/JJ 
protection/NN act/NN of/IN 
that/DT length/NN of/IN time/NN 
and/CC influence/NN of/IN gangs/NNS 
home/NN state/NN of/IN washington/NN but/CC 
the/DT consequence/NN of/IN letting/VBG this/DT 
the/DT influence/NN of/IN gangs/NNS before/IN 
spirals/VBZ out/IN of/IN control/NN and/CC 
and/CC out/IN of/IN our/PRP$ hands/NNS 
states/NNS department/NN of/IN justice/NN cites/VBZ 
primary/JJ distributor/NN of/IN illegal/JJ drugs/NNS 
a/DT man/NN of/IN faith/NN who/WP 
a/DT path/NN of/IN success/NN and/CC 
productive/JJ members/NNS of/IN society/NN looking/VBG 
whose/WP$ form/NN of/IN discipline/NN is/VBZ 
until/IN January/NNP of/IN this/DT year/NN 
the/DT backs/NNS of/IN gang/NN activity/NN 
the/DT resurgence/NN of/IN gang/NN activity/NN 
the/DT backs/NNS of/IN gangs/NNS 
the/DT front/NN of/IN his/PRP$ police/NN 
the/DT lives/NNS of/IN citizens/NNS of/IN 
of/IN citizens/NNS of/IN this/DT great/JJ 
way/NN out/IN of/IN that/DT life/NN 
not/RB any/DT of/IN these/DT youths/NNS 
the/DT members/NNS of/IN these/DT gangs/NNS 
that/IN type/NN of/IN influence/NN is/VBZ 
the/DT good/JJ of/IN our/PRP$ neighborhoods/NNS 
fullest/JJS extend/VBP of/IN the/DT law/NN 
in/IN may/MD of/IN des/FW moines/FW 
the/DT course/NN of/IN our/PRP$ conversation/NN 
them/PRP think/VB of/IN consequence/NN before/IN 
the/DT cost/NN of/IN their/PRP$ crime/NN 
withdraws/VBZ approval/NN of/IN the/DT united/VBN 
the/DT establishment/NN of/IN universal/JJ trade/NN 
the/DT institution/NN of/IN these/DT agreements/NNS 
the/DT prospect/NN of/IN future/JJ economic/JJ 
the/DT goal/NN of/IN these/DT trade/NN 
ease/VB facilitation/NN of/IN global/JJ business/NN 
consequent/JJ support/NN of/IN the/DT wto/NN 
general/JJ integrity/NN of/IN the/DT wto/NN 
its/PRP$ role/NN of/IN impartial/JJ adjudicator/NN 
trade/NN sovereignty/NN of/IN our/PRP$ nation/NN 
alarming/JJ number/NN of/IN dislocated/JJ american/JJ 
the/DT autonomy/NN of/IN us/PRP domestic/JJ 
numerous/JJ shortcomings/NNS of/IN the/DT wto/NN 
the/DT premise/NN of/IN independent/JJ unionization/NN 
and/CC modification/NN of/IN the/DT institution/NN 
the/DT promises/NNS of/IN economic/JJ gains/NNS 
the/DT infrastructure/NN of/IN the/DT wto/NN 
the/DT regression/NN of/IN our/PRP$ global/JJ 
the/DT refinement/NN of/IN the/DT current/JJ 
and/CC procedures/NNS of/IN the/DT world/NN 
best/JJS interests/NNS of/IN our/PRP$ nation/NN 
a/DT combination/NN of/IN perhaps/RB resignation/NN 
the/DT length/NN of/IN a/DT political/JJ 
a/DT lot/NN of/IN words/NNS to/TO 
every/DT intention/NN of/IN using/VBG a/DT 
a/DT lot/NN of/IN words/NNS here/RB 
like/IN most/JJS of/IN us/PRP we/PRP 
no/DT fear/NN of/IN free/JJ trade/NN 
to/TO some/DT of/IN the/DT statements/NNS 
moving/VBG out/IN of/IN the/DT policy/NN 
in/IN place/NN of/IN that/DT vote/NN 
with/IN concerns/NNS of/IN sovereignty/NN issues/NNS 
that/IN some/DT of/IN those/DT voices/NNS 
those/DT fearful/JJ of/IN the/DT dark/JJ 
periodic/JJ reanalysis/NN of/IN what/WP we/PRP 
the/DT state/NN of/IN utah/NN to/TO 
in/IN protest/NN of/IN the/DT situation/NN 
social/JJ policy/NN of/IN utah/NN violate/VBP 
in/IN favor/NN of/IN antigua/NN 
adjudicative/JJ panel/NN of/IN any/DT organization/NN 
the/DT kinds/NNS of/IN state/NN laws/NNS 
the/DT application/NN of/IN these/DT trade/NN 
the/DT opportunity/NN of/IN saying/VBG not/RB 
good/JJ work/NN of/IN my/PRP$ friend/NN 
best/JJS interests/NNS of/IN us/PRP consumers/NNS 
other/JJ side/NN of/IN the/DT aisle/NN 
the/DT interest/NN of/IN all/DT americans/NNS 
every/DT day/NN of/IN everyday/JJ americans/NNS 
the/DT expense/NN of/IN american/JJ consumers/NNS 
trade/NN deficit/NN of/IN billion/CD 
top/JJ percent/NN of/IN people/NNS in/IN 
the/DT percent/NN of/IN the/DT rest/NN 
the/DT rest/NN of/IN the/DT country/NN 
partly/RB because/IN of/IN trade/NN policies/NNS 
lost/VBN percent/NN of/IN their/PRP$ manufacturing/NN 
my/PRP$ state/NN of/IN ohio/NN pennsylvania/NN 
tenth/NN anniversary/NN of/IN the/DT creation/NN 
the/DT creation/NN of/IN the/DT world/NN 
was/VBD president/NN of/IN the/DT united/VBN 
nuclear/JJ option/NN of/IN withdrawing/VBG from/IN 
come/VBN out/IN of/IN the/DT committee/NN 
the/DT passage/NN of/IN h/NN j/NN 
